Entries= 35203, Total sum= 15523,,,,,,,,,,,,
 fSumw[327]=14, x=26120,7]=14,=14,14,,,,,,,,328,14
 fSumw[328]=17, x=26200,8]=17,=17,17,,,,,,,,329,17
 fSumw[329]=19, x=26280,9]=19,=19,19,,,,,,,,330,19
 fSumw[330]=15, x=26360,0]=15,=15,15,,,,,,,,331,15
 fSumw[331]=10, x=26440,1]=10,=10,10,,,,,,,,332,10
 fSumw[332]=20, x=26520,2]=20,=20,20,,,,,,,,333,20
 fSumw[333]=15, x=26600,3]=15,=15,15,,,,,,,,334,15
 fSumw[334]=11, x=26680,4]=11,=11,11,,,,,,,,335,11
 fSumw[335]=16, x=26760,5]=16,=16,16,,,,,,,,336,16
 fSumw[336]=9, x=26840,6]=9,=9,9,,,,,,,,337,9
 fSumw[337]=14, x=26920,7]=14,=14,14,,,,,,,,338,14
 fSumw[338]=14, x=27000,8]=14,=14,14,,,,,,,,339,14
 fSumw[339]=5, x=27080,9]=5,=5,5,,,,,,,,340,5
 fSumw[340]=14, x=27160,0]=14,=14,14,,,,,,,,341,14
 fSumw[341]=9, x=27240,1]=9,=9,9,,,,,,,,342,9
 fSumw[342]=19, x=27320,2]=19,=19,19,,,,,,,,343,19
 fSumw[343]=10, x=27400,3]=10,=10,10,,,,,,,,344,10
 fSumw[344]=21, x=27480,4]=21,=21,21,,,,,,,,345,21
 fSumw[345]=16, x=27560,5]=16,=16,16,,,,,,,,346,16
 fSumw[346]=10, x=27640,6]=10,=10,10,,,,,,,,347,10
 fSumw[347]=11, x=27720,7]=11,=11,11,,,,,,,,348,11
 fSumw[348]=13, x=27800,8]=13,=13,13,,,,,,,,349,13
 fSumw[349]=26, x=27880,9]=26,=26,26,,,,,,,,350,26
 fSumw[350]=13, x=27960,0]=13,=13,13,,,,,,,,351,13
 fSumw[351]=18, x=28040,1]=18,=18,18,,,,,,,,352,18
 fSumw[352]=12, x=28120,2]=12,=12,12,,,,,,,,353,12
 fSumw[353]=13, x=28200,3]=13,=13,13,,,,,,,,354,13
 fSumw[354]=12, x=28280,4]=12,=12,12,,,,,,,,355,12
 fSumw[355]=20, x=28360,5]=20,=20,20,,,,,,,,356,20
 fSumw[356]=15, x=28440,6]=15,=15,15,,,,,,,,357,15
 fSumw[357]=16, x=28520,7]=16,=16,16,,,,,,,,358,16
 fSumw[358]=13, x=28600,8]=13,=13,13,,,,,,,,359,13
 fSumw[359]=10, x=28680,9]=10,=10,10,,,,,,,,360,10
 fSumw[360]=19, x=28760,0]=19,=19,19,,,,,,,,361,19
 fSumw[361]=11, x=28840,1]=11,=11,11,,,,,,,,362,11
 fSumw[362]=9, x=28920,2]=9,=9,9,,,,,,,,363,9
 fSumw[363]=11, x=29000,3]=11,=11,11,,,,,,,,364,11
 fSumw[364]=18, x=29080,4]=18,=18,18,,,,,,,,365,18
 fSumw[365]=13, x=29160,5]=13,=13,13,,,,,,,,366,13
 fSumw[366]=10, x=29240,6]=10,=10,10,,,,,,,,367,10
 fSumw[367]=11, x=29320,7]=11,=11,11,,,,,,,,368,11
 fSumw[368]=22, x=29400,8]=22,=22,22,,,,,,,,369,22
 fSumw[369]=17, x=29480,9]=17,=17,17,,,,,,,,370,17
 fSumw[370]=18, x=29560,0]=18,=18,18,,,,,,,,371,18
 fSumw[371]=19, x=29640,1]=19,=19,19,,,,,,,,372,19
 fSumw[372]=15, x=29720,2]=15,=15,15,,,,,,,,373,15
 fSumw[373]=15, x=29800,3]=15,=15,15,,,,,,,,374,15
 fSumw[374]=7, x=29880,4]=7,=7,7,,,,,,,,375,7
 fSumw[375]=15, x=29960,5]=15,=15,15,,,,,,,,376,15
 fSumw[376]=13, x=30040,6]=13,=13,13,,,,,,,,377,13
 fSumw[377]=10, x=30120,7]=10,=10,10,,,,,,,,378,10
 fSumw[378]=13, x=30200,8]=13,=13,13,,,,,,,,379,13
 fSumw[379]=15, x=30280,9]=15,=15,15,,,,,,,,380,15
